onnx/double_integrator_pretrain_con.onnx,vnnlib/prop_double_integrator.vnnlib,100
onnx/double_integrator_pretrain_inv.onnx,vnnlib/prop_double_integrator.vnnlib,100
onnx/double_integrator_finetune_con.onnx,vnnlib/prop_double_integrator.vnnlib,100
onnx/double_integrator_finetune_inv.onnx,vnnlib/prop_double_integrator.vnnlib,100
onnx/pendulum_pretrain_con.onnx,vnnlib/prop_pendulum.vnnlib,100
onnx/pendulum_pretrain_inv.onnx,vnnlib/prop_pendulum.vnnlib,100
onnx/pendulum_finetune_con.onnx,vnnlib/prop_pendulum.vnnlib,100
onnx/pendulum_finetune_inv.onnx,vnnlib/prop_pendulum.vnnlib,100
onnx/unicycle_pretrain_con.onnx,vnnlib/prop_unicycle.vnnlib,100
onnx/unicycle_pretrain_inv.onnx,vnnlib/prop_unicycle.vnnlib,100
onnx/unicycle_finetune_con.onnx,vnnlib/prop_unicycle.vnnlib,100
onnx/unicycle_finetune_inv.onnx,vnnlib/prop_unicycle.vnnlib,100
onnx/lane_keep_pretrain_con.onnx,vnnlib/prop_lane_keep.vnnlib,100
onnx/lane_keep_pretrain_inv.onnx,vnnlib/prop_lane_keep.vnnlib,100
onnx/lane_keep_finetune_con.onnx,vnnlib/prop_lane_keep.vnnlib,100
onnx/lane_keep_finetune_inv.onnx,vnnlib/prop_lane_keep.vnnlib,100
onnx/quadrotor_pretrain_con.onnx,vnnlib/prop_quadrotor.vnnlib,100
onnx/quadrotor_pretrain_inv.onnx,vnnlib/prop_quadrotor.vnnlib,100
onnx/quadrotor_finetune_con.onnx,vnnlib/prop_quadrotor.vnnlib,100
onnx/quadrotor_finetune_inv.onnx,vnnlib/prop_quadrotor.vnnlib,100
onnx/cart_pole_pretrain_con.onnx,vnnlib/prop_cart_pole.vnnlib,100
onnx/cart_pole_pretrain_inv.onnx,vnnlib/prop_cart_pole.vnnlib,100
onnx/cart_pole_finetune_con.onnx,vnnlib/prop_cart_pole.vnnlib,100
onnx/cart_pole_finetune_inv.onnx,vnnlib/prop_cart_pole.vnnlib,100
onnx/point_mass_pretrain_con.onnx,vnnlib/prop_point_mass.vnnlib,100
onnx/point_mass_pretrain_inv.onnx,vnnlib/prop_point_mass.vnnlib,100
onnx/point_mass_finetune_con.onnx,vnnlib/prop_point_mass.vnnlib,100
onnx/point_mass_finetune_inv.onnx,vnnlib/prop_point_mass.vnnlib,100
onnx/robot_arm_pretrain_con.onnx,vnnlib/prop_robot_arm.vnnlib,100
onnx/robot_arm_pretrain_inv.onnx,vnnlib/prop_robot_arm.vnnlib,100
onnx/robot_arm_finetune_con.onnx,vnnlib/prop_robot_arm.vnnlib,100
onnx/robot_arm_finetune_inv.onnx,vnnlib/prop_robot_arm.vnnlib,100
onnx/robot_dog_pretrain_con.onnx,vnnlib/prop_robot_dog.vnnlib,100
onnx/robot_dog_pretrain_inv.onnx,vnnlib/prop_robot_dog.vnnlib,100
onnx/robot_dog_finetune_con.onnx,vnnlib/prop_robot_dog.vnnlib,100
onnx/robot_dog_finetune_inv.onnx,vnnlib/prop_robot_dog.vnnlib,100
